Symbol,Signal Date,Entry Date,Entry Price,Exit Date,Exit Price,Exit Reason,Equity at Entry,Allocation %,Allocation (INR),Invested (INR),Shares,Return %,PnL,Cumulative PnL,Equity,Peak Equity,Drawdown %
CHENNPETRO.NS,2026-02-27,2026-03-02,930.0,2026-03-12,883.5,Stop Loss,500000.0,10.0,50000.0,49290.0,53,-5.0,-2464.5,-2464.5,497535.5,497535.5,0.0
NETWEB.NS,2026-02-27,2026-03-02,3716.0,2026-03-04,3530.2,Stop Loss,497535.5,10.0,49753.55,48308.0,13,-5.0,-2415.4,-4879.9,495120.1,497535.5,-0.485472895903915
PETRONET.NS,2026-02-27,2026-03-02,315.0,2026-03-04,299.25,Stop Loss,495120.1,10.0,49512.01,49455.0,157,-5.0,-2472.75,-7352.65,492647.35,497535.5,-0.9824726074822848
POLYCAB.NS,2026-02-27,2026-03-02,8400.0,2026-03-10,7980.0,Stop Loss,492647.35,10.0,49264.74,42000.0,5,-5.0,-2100.0,-9452.65,490547.35,497535.5,-1.4045530419437453
SAILIFE.NS,2026-02-27,2026-03-02,992.5,2026-03-13,942.88,Stop Loss,490547.35,10.0,49054.74,48632.5,49,-5.0,-2431.62,-11884.27,488115.73,497535.5,-1.8932860067271617
CHENNPETRO.NS,2026-03-04,2026-03-05,1019.0,2026-03-09,968.05,Stop Loss,488115.73,10.0,48811.57,47893.0,47,-5.0,-2394.65,-14278.92,485721.08,497535.5,-2.37458834595722
COALINDIA.NS,2026-03-05,2026-03-06,451.15,2026-04-10,428.59,Stop Loss,485721.08,10.0,48572.11,48273.05,107,-5.0,-2413.65,-16692.57,483307.43,497535.5,-2.8597095081657504
GESHIP.NS,2026-03-05,2026-03-06,1395.6,2026-04-13,1325.82,Stop Loss,483307.43,10.0,48330.74,47450.4,34,-5.0,-2372.52,-19065.09,480934.91,497535.5,-3.3365639235793276
KTKBANK.NS,2026-03-05,2026-03-06,215.0,2026-03-09,204.25,Stop Loss,480934.91,10.0,48093.49,47945.0,223,-5.0,-2397.25,-21462.34,478537.66,497535.5,-3.8183888385853924
NATIONALUM.NS,2026-03-05,2026-03-06,392.0,2026-03-16,372.4,Stop Loss,478537.66,10.0,47853.77,47824.0,122,-5.0,-2391.2,-23853.54,476146.46,497535.5,-4.298997759958833
BEL.NS,2026-03-06,2026-03-09,470.0,2026-03-13,446.5,Stop Loss,476146.46,10.0,47614.65,47470.0,101,-5.0,-2373.5,-26227.04,473772.96,497535.5,-4.776049146241822
KIRLOSENG.NS,2026-03-06,2026-03-09,1515.0,2026-03-09,1439.25,Stop Loss,473772.96,10.0,47377.3,46965.0,31,-5.0,-2348.25,-28575.29,471424.71,497535.5,-5.248025517777119
KTKBANK.NS,2026-03-06,2026-03-09,210.5,2026-04-20,244.97,Trailing Stop,471424.71,10.0,47142.47,46941.5,223,16.38,7687.92,-20887.370000000003,479112.63,497535.5,-3.702825225536669
MRPL.NS,2026-03-06,2026-03-09,208.1,2026-03-09,197.7,Stop Loss,479112.63,10.0,47911.26,47863.0,230,-5.0,-2393.15,-23280.520000000004,476719.48,497535.5,-4.183826078742124
SUNPHARMA.NS,2026-03-06,2026-03-09,1772.9,2026-04-02,1684.26,Stop Loss,476719.48,10.0,47671.95,46095.4,26,-5.0,-2304.77,-25585.290000000005,474414.71,497535.5,-4.64706337537723
SUNPHARMA.NS,2026-03-09,2026-03-10,1810.0,2026-04-01,1719.5,Stop Loss,472044.65,10.0,47204.46,47060.0,26,-5.0,-2353.0,-27938.290000000005,472061.71,497535.5,-5.119994452657143
CUPID.NS,2026-03-09,2026-03-10,94.05,2026-03-11,89.35,Stop Loss,474414.71,10.0,47441.47,47401.2,504,-5.0,-2370.06,-30308.350000000006,469691.65,497535.5,-5.596354430990347
ABSLAMC.NS,2026-03-10,2026-03-11,989.95,2026-03-13,940.45,Stop Loss,469691.65,10.0,46969.16,46527.65,47,-5.0,-2326.38,-32634.730000000007,467365.27,497535.5,-6.063935136286753
EMCURE.NS,2026-03-10,2026-03-11,1567.0,2026-03-13,1488.65,Stop Loss,467365.27,10.0,46736.53,45443.0,29,-5.0,-2272.15,-34906.880000000005,465093.12,497535.5,-6.520616116839904
GLENMARK.NS,2026-03-10,2026-03-11,2243.0,2026-03-19,2130.85,Stop Loss,465093.12,10.0,46509.31,44860.0,20,-5.0,-2243.0,-37149.880000000005,462850.12,497535.5,-6.97143821898136
JBCHEPHARM.NS,2026-03-10,2026-03-11,2132.8,2026-04-01,2026.16,Stop Loss,462850.12,10.0,46285.01,44788.8,21,-5.0,-2239.44,-39389.32000000001,460610.68,497535.5,-7.421544794291061
JPOLYINVST.NS,2026-03-10,2026-03-11,1405.8,2026-03-11,1335.51,Stop Loss,460610.68,10.0,46061.07,44985.6,32,-5.0,-2249.28,-41638.600000000006,458361.4,497535.5,-7.873629117922235
PREMIERPOL.NS,2026-03-10,2026-03-11,62.06,2026-03-11,58.96,Stop Loss,458361.4,10.0,45836.14,45800.28,738,-5.0,-2290.01,-43928.61000000001,456071.39,497535.5,-8.333899792075137
SMSPHARMA.NS,2026-03-10,2026-03-11,422.0,2026-03-13,400.9,Stop Loss,456071.39,10.0,45607.14,45576.0,108,-5.0,-2278.8,-46207.41000000001,453792.58999999997,497535.5,-8.791917360670752
ASTRAL.NS,2026-03-11,2026-03-12,1719.0,2026-03-13,1633.05,Stop Loss,453792.59,10.0,45379.26,44694.0,26,-5.0,-2234.7,-48442.11000000001,451557.89,497535.5,-9.241071240142661
GLENMARK.NS,2026-03-11,2026-03-12,2273.2,2026-03-16,2159.54,Stop Loss,451557.89,10.0,45155.79,43190.8,19,-5.0,-2159.54,-50601.65000000001,449398.35,497535.5,-9.675118659874526
KTKBANK.NS,2026-03-11,2026-03-12,226.9,2026-03-16,215.55,Stop Loss,449398.35,10.0,44939.83,44926.2,198,-5.0,-2246.31,-52847.96000000001,447152.04,497535.5,-10.126606041176965
VENUSREM.NS,2026-03-11,2026-03-12,872.95,2026-03-23,829.3,Stop Loss,447152.04,10.0,44715.2,44520.45,51,-5.0,-2226.02,-55073.98,444926.02,497535.5,-10.574015321519767
VENUSREM.NS,2026-03-12,2026-03-13,935.0,2026-03-13,888.25,Stop Loss,429748.32,10.0,42974.83,42075.0,45,-5.0,-2103.75,-57177.73,442822.27,497535.5,-10.996849471042767
STLTECH.NS,2026-03-12,2026-03-13,203.0,2026-03-13,192.85,Stop Loss,431900.12,10.0,43190.01,43036.0,212,-5.0,-2151.8,-59329.530000000006,440670.47,497535.5,-11.429341222887619
NTPC.NS,2026-03-12,2026-03-13,391.85,2026-03-23,372.26,Stop Loss,434055.3,10.0,43405.53,43103.5,110,-5.0,-2155.18,-61484.71000000001,438515.29,497535.5,-11.86251232324126
IPCALAB.NS,2026-03-12,2026-03-13,1567.0,2026-03-23,1488.65,Stop Loss,436170.75,10.0,43617.07,42309.0,27,-5.0,-2115.45,-63600.16,436399.83999999997,497535.5,-12.287698063756261
GESHIP.NS,2026-03-12,2026-03-13,1487.7,2026-03-16,1413.31,Stop Loss,438327.91,10.0,43832.79,43143.3,29,-5.0,-2157.16,-65757.32,434242.68,497535.5,-12.721267125662392
COALINDIA.NS,2026-03-12,2026-03-13,473.0,2026-03-18,449.35,Stop Loss,440527.36,10.0,44052.74,43989.0,93,-5.0,-2199.45,-67956.77,432043.23,497535.5,-13.163336083555851
AJANTPHARM.NS,2026-03-12,2026-03-13,3136.8,2026-03-16,2979.96,Stop Loss,442723.12,10.0,44272.31,43915.2,14,-5.0,-2195.76,-70152.53,429847.47,497535.5,-13.604663385828756
AETHER.NS,2026-03-12,2026-03-13,1049.0,2026-03-13,996.55,Stop Loss,444926.02,10.0,44492.6,44058.0,42,-5.0,-2202.9,-72355.43,427644.57,497535.5,-14.047425761578822
ADANIPOWER.NS,2026-03-16,2026-03-17,156.0,2026-03-23,148.2,Stop Loss,427644.57,10.0,42764.46,42744.0,274,-5.0,-2137.2,-74492.62999999999,425507.37,497535.5,-14.476983049450743
AEROFLEX.NS,2026-03-16,2026-03-17,249.5,2026-03-19,237.02,Stop Loss,425507.37,10.0,42550.74,42415.0,170,-5.0,-2120.75,-76613.37999999999,423386.62,497535.5,-14.90323404058605
ADANIPOWER.NS,2026-03-17,2026-03-18,156.0,2026-03-23,148.2,Stop Loss,423386.62,10.0,42338.66,42276.0,271,-5.0,-2113.8,-78727.18,421272.82,497535.5,-15.32808814647397
CHENNPETRO.NS,2026-03-17,2026-03-18,1050.0,2026-03-19,997.5,Stop Loss,421272.82,10.0,42127.28,42000.0,40,-5.0,-2100.0,-80827.18,419172.82,497535.5,-15.750168580935428
LINDEINDIA.NS,2026-03-17,2026-03-18,7348.0,2026-03-19,6980.6,Stop Loss,419172.82,10.0,41917.28,36740.0,5,-5.0,-1837.0,-82664.18,417335.82,497535.5,-16.11938846574767
WHEELS.NS,2026-03-17,2026-03-18,968.0,2026-04-29,1228.7,Trailing Stop,417335.82,10.0,41733.58,41624.0,43,26.93,11210.1,-71454.07999999999,428545.92000000004,497535.5,-13.866262809387461
AETHER.NS,2026-03-18,2026-03-19,1047.35,2026-05-04,1222.73,Trailing Stop,428545.92,10.0,42854.59,41894.0,40,16.75,7015.3,-64438.779999999984,435561.22000000003,497535.5,-12.456252870398187
GODAVARIB.NS,2026-03-18,2026-03-19,317.05,2026-03-23,301.2,Stop Loss,435561.22,10.0,43556.12,43435.85,137,-5.0,-2171.79,-66610.56999999998,433389.43000000005,497535.5,-12.892762425997734
CENTUM.NS,2026-03-20,2026-03-23,2935.0,2026-03-23,2788.25,Stop Loss,429152.01,10.0,42915.2,41090.0,14,-5.0,-2054.5,-68665.06999999998,431334.93000000005,497535.5,-13.305697784379195
WHEELS.NS,2026-03-20,2026-03-23,1038.1,2026-03-23,986.19,Stop Loss,427097.51,10.0,42709.75,42562.1,41,-5.0,-2128.1,-70793.16999999998,429206.83,497535.5,-13.733426057035123
AETHER.NS,2026-03-20,2026-03-23,1149.8,2026-03-23,1092.31,Stop Loss,433389.43,10.0,43338.94,42542.6,37,-5.0,-2127.13,-72920.29999999999,427079.7,497535.5,-14.16095936872846
CCL.NS,2026-03-20,2026-03-23,1082.2,2026-03-30,1028.09,Stop Loss,431262.3,10.0,43126.23,42205.8,39,-5.0,-2110.29,-75030.58999999998,424969.41000000003,497535.5,-14.585107997318778
AETHER.NS,2026-03-24,2026-03-25,1191.0,2026-03-27,1131.45,Stop Loss,424969.41,10.0,42496.94,41685.0,35,-5.0,-2084.25,-77114.83999999998,422885.16000000003,497535.5,-15.004022828521776
PFOCUS.NS,2026-03-24,2026-03-25,312.05,2026-05-06,296.45,Stop Loss,422885.16,10.0,42288.52,42126.75,135,-5.0,-2106.34,-79221.17999999998,420778.82,497535.5,-15.42737754391395
GPIL.NS,2026-03-25,2026-03-27,277.3,2026-05-14,289.25,End of Data,420778.82,10.0,42077.88,41872.3,151,4.31,1804.45,-77416.72999999998,422583.27,497535.5,-15.06469990583586
GRANULES.NS,2026-03-25,2026-03-27,629.1,2026-05-06,723.64,Trailing Stop,422583.27,10.0,42258.33,42149.7,67,15.03,6334.52,-71082.20999999998,428917.79000000004,497535.5,-13.791520404071662
WHEELS.NS,2026-03-25,2026-03-27,1085.0,2026-03-30,1030.75,Stop Loss,428917.79,10.0,42891.78,42315.0,39,-5.0,-2115.75,-73197.95999999998,426802.04000000004,497535.5,-14.216766441791584
EMCURE.NS,2026-03-27,2026-03-30,1654.9,2026-04-02,1572.16,Stop Loss,426802.04,10.0,42680.2,41372.5,25,-5.0,-2068.63,-75266.58999999998,424733.41000000003,497535.5,-14.632541798524922
DBOL.NS,2026-03-30,2026-04-01,117.26,2026-04-01,111.4,Stop Loss,424733.41,10.0,42473.34,42448.12,362,-5.0,-2122.41,-77388.99999999999,422611.0,497535.5,-15.059126434194143
AUROPHARMA.NS,2026-04-01,2026-04-02,1335.5,2026-04-02,1268.72,Stop Loss,422611.0,10.0,42261.1,41400.5,31,-5.0,-2070.03,-79459.02999999998,420540.97000000003,497535.5,-15.475183177883784
MBAPL.NS,2026-04-01,2026-04-02,504.8,2026-05-14,529.95,End of Data,420540.97,10.0,42054.1,41898.4,83,4.98,2087.45,-77371.57999999999,422628.42000000004,497535.5,-15.055625176494935
NLCINDIA.NS,2026-04-01,2026-04-02,280.0,2026-04-13,266.0,Stop Loss,422628.42,10.0,42262.84,42000.0,150,-5.0,-2100.0,-79471.57999999999,420528.42000000004,497535.5,-15.477705610956397
ADANIPOWER.NS,2026-04-02,2026-04-06,162.0,2026-04-17,191.9,Trailing Stop,420528.42,10.0,42052.84,41958.0,259,18.46,7744.1,-71727.47999999998,428272.52,497535.5,-13.921213662140689
MBAPL.NS,2026-04-02,2026-04-06,538.35,2026-04-13,511.43,Stop Loss,428272.52,10.0,42827.25,42529.65,79,-5.0,-2126.48,-73853.95999999998,426146.04000000004,497535.5,-14.348616329890021
SPORTKING.NS,2026-04-02,2026-04-06,131.29,2026-05-06,153.74,Trailing Stop,426146.04,10.0,42614.6,42537.96,324,17.1,7272.35,-66581.60999999997,433418.39,497535.5,-12.886941735815832
SPORTKING.NS,2026-04-06,2026-04-07,131.17,2026-05-06,153.74,Trailing Stop,449881.33,10.0,44988.13,44860.14,342,17.21,7719.45,-58862.159999999974,441137.84,497535.5,-11.335404207337964
PFOCUS.NS,2026-04-06,2026-04-07,346.8,2026-04-09,329.46,Stop Loss,452135.53,10.0,45213.55,45084.0,130,-5.0,-2254.2,-61116.35999999997,438883.64,497535.5,-11.788477405129882
GAEL.NS,2026-04-06,2026-04-07,146.01,2026-05-11,170.62,Trailing Stop,444654.24,10.0,44465.42,44387.04,304,16.85,7481.29,-53635.06999999997,446364.93000000005,497535.5,-10.284807817733599
